id,subcategory_id,question_text,question_type,help_text,organization_size,sector,weight,required,created_at,updated_at
GV.SC-01_implementation,GV.SC-01,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-01_effectiveness,GV.SC-01,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-02_risk,GV.SC-02,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-02_maturity,GV.SC-02,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-02_implementation,GV.SC-02,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-02_effectiveness,GV.SC-02,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-03_risk,GV.SC-03,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-03_maturity,GV.SC-03,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-03_implementation,GV.SC-03,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-03_effectiveness,GV.SC-03,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-04_risk,GV.SC-04,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-04_maturity,GV.SC-04,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-04_implementation,GV.SC-04,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-04_effectiveness,GV.SC-04,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-05_risk,GV.SC-05,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-05_maturity,GV.SC-05,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-05_implementation,GV.SC-05,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-05_effectiveness,GV.SC-05,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-06_risk,GV.SC-06,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-06_maturity,GV.SC-06,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-06_implementation,GV.SC-06,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-06_effectiveness,GV.SC-06,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-07_risk,GV.SC-07,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-07_maturity,GV.SC-07,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-07_implementation,GV.SC-07,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-07_effectiveness,GV.SC-07,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-08_risk,GV.SC-08,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-08_maturity,GV.SC-08,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-08_implementation,GV.SC-08,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-08_effectiveness,GV.SC-08,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-09_risk,GV.SC-09,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-09_maturity,GV.SC-09,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-09_implementation,GV.SC-09,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-09_effectiveness,GV.SC-09,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-10_risk,GV.SC-10,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-10_maturity,GV.SC-10,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-10_implementation,GV.SC-10,"What is the implementation status of cybersecurity requirements in your supply chain management?",multiple_choice,"This question assesses implementation for GV.SC-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-10_effectiveness,GV.SC-10,"How effective are your cybersecurity supply chain risk management efforts?",multiple_choice,"This question assesses effectiveness for GV.SC-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-01_risk,ID.AM-01,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-01_maturity,ID.AM-01,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-01_implementation,ID.AM-01,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-01_effectiveness,ID.AM-01,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-02_risk,ID.AM-02,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-02_maturity,ID.AM-02,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-02_implementation,ID.AM-02,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-02_effectiveness,ID.AM-02,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-03_risk,ID.AM-03,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-03_maturity,ID.AM-03,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-03_implementation,ID.AM-03,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-03_effectiveness,ID.AM-03,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-04_risk,ID.AM-04,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-04_maturity,ID.AM-04,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-04_implementation,ID.AM-04,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-04_effectiveness,ID.AM-04,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-05_risk,ID.AM-05,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-05_maturity,ID.AM-05,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-05_implementation,ID.AM-05,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-05_effectiveness,ID.AM-05,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-07_risk,ID.AM-07,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-07_maturity,ID.AM-07,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-07_implementation,ID.AM-07,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-07_effectiveness,ID.AM-07,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-08_risk,ID.AM-08,"What is the risk level associated with your current asset management and inventory practices?",multiple_choice,"This question assesses risk for ID.AM-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-08_maturity,ID.AM-08,"How mature is your asset management and inventory program?",multiple_choice,"This question assesses maturity for ID.AM-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-08_implementation,ID.AM-08,"How well implemented are your asset identification and management processes?",multiple_choice,"This question assesses implementation for ID.AM-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.AM-08_effectiveness,ID.AM-08,"How effective is your asset management program at maintaining accurate inventories and classifications?",multiple_choice,"This question assesses effectiveness for ID.AM-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-01_risk,ID.IM-01,"What risk level exists regarding your cybersecurity improvement processes?",multiple_choice,"This question assesses risk for ID.IM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-01_maturity,ID.IM-01,"How mature are your cybersecurity improvement and learning processes?",multiple_choice,"This question assesses maturity for ID.IM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-01_implementation,ID.IM-01,"How completely implemented are your cybersecurity improvement processes?",multiple_choice,"This question assesses implementation for ID.IM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-01_effectiveness,ID.IM-01,"How effective are your cybersecurity improvement processes at enhancing security posture?",multiple_choice,"This question assesses effectiveness for ID.IM-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-02_risk,ID.IM-02,"What risk level exists regarding your cybersecurity improvement processes?",multiple_choice,"This question assesses risk for ID.IM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-02_maturity,ID.IM-02,"How mature are your cybersecurity improvement and learning processes?",multiple_choice,"This question assesses maturity for ID.IM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-02_implementation,ID.IM-02,"How completely implemented are your cybersecurity improvement processes?",multiple_choice,"This question assesses implementation for ID.IM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-02_effectiveness,ID.IM-02,"How effective are your cybersecurity improvement processes at enhancing security posture?",multiple_choice,"This question assesses effectiveness for ID.IM-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-03_risk,ID.IM-03,"What risk level exists regarding your cybersecurity improvement processes?",multiple_choice,"This question assesses risk for ID.IM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-03_maturity,ID.IM-03,"How mature are your cybersecurity improvement and learning processes?",multiple_choice,"This question assesses maturity for ID.IM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-03_implementation,ID.IM-03,"How completely implemented are your cybersecurity improvement processes?",multiple_choice,"This question assesses implementation for ID.IM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-03_effectiveness,ID.IM-03,"How effective are your cybersecurity improvement processes at enhancing security posture?",multiple_choice,"This question assesses effectiveness for ID.IM-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-04_risk,ID.IM-04,"What risk level exists regarding your cybersecurity improvement processes?",multiple_choice,"This question assesses risk for ID.IM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-04_maturity,ID.IM-04,"How mature are your cybersecurity improvement and learning processes?",multiple_choice,"This question assesses maturity for ID.IM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-04_implementation,ID.IM-04,"How completely implemented are your cybersecurity improvement processes?",multiple_choice,"This question assesses implementation for ID.IM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.IM-04_effectiveness,ID.IM-04,"How effective are your cybersecurity improvement processes at enhancing security posture?",multiple_choice,"This question assesses effectiveness for ID.IM-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-01_risk,ID.RA-01,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-01_maturity,ID.RA-01,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-01_implementation,ID.RA-01,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-01_effectiveness,ID.RA-01,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-02_risk,ID.RA-02,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-02_maturity,ID.RA-02,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-02_implementation,ID.RA-02,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-02_effectiveness,ID.RA-02,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-03_risk,ID.RA-03,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-03_maturity,ID.RA-03,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-03_implementation,ID.RA-03,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-03_effectiveness,ID.RA-03,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-04_risk,ID.RA-04,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-04_maturity,ID.RA-04,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-04_implementation,ID.RA-04,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-04_effectiveness,ID.RA-04,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-05_risk,ID.RA-05,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-05_maturity,ID.RA-05,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-05_implementation,ID.RA-05,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-05_effectiveness,ID.RA-05,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-06_risk,ID.RA-06,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-06_maturity,ID.RA-06,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-06_implementation,ID.RA-06,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-06_effectiveness,ID.RA-06,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-07_risk,ID.RA-07,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-07_maturity,ID.RA-07,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-07_implementation,ID.RA-07,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-07_effectiveness,ID.RA-07,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-08_risk,ID.RA-08,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-08_maturity,ID.RA-08,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-08_implementation,ID.RA-08,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-08_effectiveness,ID.RA-08,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-08",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-09_risk,ID.RA-09,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-09_maturity,ID.RA-09,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-09_implementation,ID.RA-09,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-09_effectiveness,ID.RA-09,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-09",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-10_risk,ID.RA-10,"How would you assess the risk from your current risk assessment and vulnerability management approach?",multiple_choice,"This question assesses risk for ID.RA-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-10_maturity,ID.RA-10,"What is the maturity level of your risk assessment and vulnerability management processes?",multiple_choice,"This question assesses maturity for ID.RA-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-10_implementation,ID.RA-10,"What is the implementation status of your risk assessment and vulnerability management program?",multiple_choice,"This question assesses implementation for ID.RA-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
ID.RA-10_effectiveness,ID.RA-10,"How effective are your risk assessment processes at identifying and prioritizing actual risks?",multiple_choice,"This question assesses effectiveness for ID.RA-10",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-01_risk,PR.AA-01,"What is the risk level associated with your current access control and identity management?",multiple_choice,"This question assesses risk for PR.AA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-01_maturity,PR.AA-01,"How mature is your access control and identity management program?",multiple_choice,"This question assesses maturity for PR.AA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-01_implementation,PR.AA-01,"How well implemented are your access control and identity management systems?",multiple_choice,"This question assesses implementation for PR.AA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-01_effectiveness,PR.AA-01,"How effective are your access controls at preventing unauthorized access?",multiple_choice,"This question assesses effectiveness for PR.AA-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-02_risk,PR.AA-02,"What is the risk level associated with your current access control and identity management?",multiple_choice,"This question assesses risk for PR.AA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-02_maturity,PR.AA-02,"How mature is your access control and identity management program?",multiple_choice,"This question assesses maturity for PR.AA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-02_implementation,PR.AA-02,"How well implemented are your access control and identity management systems?",multiple_choice,"This question assesses implementation for PR.AA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-02_effectiveness,PR.AA-02,"How effective are your access controls at preventing unauthorized access?",multiple_choice,"This question assesses effectiveness for PR.AA-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
PR.AA-03_risk,PR.AA-03,"What is the risk level associated with your current access control and identity management?",multiple_choice,"This question assesses risk for PR.AA-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
